starttime,detector_id,speed,volume,traveltime
2020-06-01T00:00:00-07:00,102250,63.96,11340,0.69
2020-06-01T00:00:00-07:00,100294,56.72,11295,1.11
2020-06-01T00:00:00-07:00,102251,64.63,11966,0.69
2020-06-01T00:00:00-07:00,102252,69.46,8913,0.64
2020-06-01T00:00:00-07:00,5133,56.44,11695,0.55
2020-06-01T00:00:00-07:00,100955,68.22,8238,0.68
2020-06-01T00:00:00-07:00,1000151,48.64,9609,36.88
2020-06-01T00:00:00-07:00,5610,59.94,7712,0.62
2020-06-01T00:00:00-07:00,102253,60.95,9892,0.78
2020-06-01T00:00:00-07:00,100605,47.98,6854,0.13
2020-06-01T00:00:00-07:00,100813,47.25,16974,0.76
2020-06-01T00:00:00-07:00,101135,53.04,6581,1.11
2020-06-01T00:00:00-07:00,1000005,57.16,14418,0.59
2020-06-01T00:00:00-07:00,101136,59.45,1397,0.99
2020-06-01T00:00:00-07:00,100367,53.53,3518,0.87
2020-06-01T00:00:00-07:00,102254,62.99,13399,0.76
2020-06-01T00:00:00-07:00,1000187,68.17,10228,0.56
2020-06-01T00:00:00-07:00,101137,50.11,14934,0.99
2020-06-01T00:00:00-07:00,1000004,54.84,5274,1.09
2020-06-01T00:00:00-07:00,102255,66.66,11738,0.72
2020-06-01T00:00:00-07:00,100314,58.49,9451,0.47
2020-06-01T00:00:00-07:00,100625,54.04,14667,0.46
2020-06-01T00:00:00-07:00,102256,70.38,7605,0.68
2020-06-01T00:00:00-07:00,100072,43.16,3751,0.23
2020-06-01T00:00:00-07:00,1000003,53.78,5788,1.12
2020-06-01T00:00:00-07:00,1000180,53.52,12963,0.91
2020-06-01T00:00:00-07:00,100002,56.27,5339,0.68
2020-06-01T00:00:00-07:00,5606,57.66,10234,0.63
2020-06-01T00:00:00-07:00,102257,62.98,6467,0.76
2020-06-01T00:00:00-07:00,100186,27.8,5373,2.42
2020-06-01T00:00:00-07:00,1000002,54.81,5332,1.09
2020-06-01T00:00:00-07:00,5134,53.13,12637,0.59
2020-06-01T00:00:00-07:00,101138,54.24,13401,0.92
2020-06-01T00:00:00-07:00,102258,59.49,15287,0.8
2020-06-01T00:00:00-07:00,100618,56.77,10757,4.29
2020-06-01T00:00:00-07:00,102259,64.59,13581,0.74
2020-06-01T00:00:00-07:00,100606,58.01,4315,151.14
2020-06-01T00:00:00-07:00,5024,56.04,12658,0.54
2020-06-01T00:00:00-07:00,5064,58.34,13250,0.64
2020-06-01T00:00:00-07:00,5605,48.5,16806,0.75
2020-06-01T00:00:00-07:00,102260,69.53,10392,0.69
2020-06-01T00:00:00-07:00,102261,50.3,6020,0.47
2020-06-01T00:00:00-07:00,101056,69.04,10792,0.8
2020-06-01T00:00:00-07:00,1000001,54.39,6415,1.1
2020-06-01T00:00:00-07:00,100617,53.79,7428,4.53
2020-06-01T00:00:00-07:00,5784,54.58,9737,0.99
2020-06-01T00:00:00-07:00,102262,60.09,10884,0.39
2020-06-01T00:00:00-07:00,100295,59.8,15441,1.05
2020-06-01T00:00:00-07:00,101057,61.34,13137,1.58
2020-06-01T00:00:00-07:00,102318,70.22,7858,0.69
2020-06-01T00:00:00-07:00,1000152,67.52,14436,26.57
2020-06-01T00:00:00-07:00,100364,58.9,3925,0.97
2020-06-01T00:00:00-07:00,5604,49.58,21018,0.74
2020-06-01T00:00:00-07:00,102263,64.84,11006,0.36
2020-06-01T00:00:00-07:00,100954,63.01,11717,0.74
2020-06-01T00:00:00-07:00,102317,63.51,12454,0.77
2020-06-01T00:00:00-07:00,1000158,63.77,16153,0.41
2020-06-01T00:00:00-07:00,100529,56.39,4560,0.73
2020-06-01T00:00:00-07:00,5135,54.98,12673,0.57
2020-06-01T00:00:00-07:00,1000100,59.88,7022,0.49
2020-06-01T00:00:00-07:00,102264,69.85,7469,0.34
2020-06-01T00:00:00-07:00,102265,60.63,10136,0.75
2020-06-01T00:00:00-07:00,100438,57.96,3833,1.22
2020-06-01T00:00:00-07:00,102266,61.27,10394,0.74
2020-06-01T00:00:00-07:00,100325,56.92,14019,0.09
2020-06-01T00:00:00-07:00,5602,58.63,11006,0.62
2020-06-01T00:00:00-07:00,100531,56.13,12812,0.73
2020-06-01T00:00:00-07:00,101139,54.33,15182,0.92
2020-06-01T00:00:00-07:00,102316,58.99,11888,0.82
2020-06-01T00:00:00-07:00,102267,64.73,11409,0.7
2020-06-01T00:00:00-07:00,1000153,68.45,11260,26.21
2020-06-01T00:00:00-07:00,102268,70.52,8529,0.65
2020-06-01T00:00:00-07:00,100616,48.53,13543,5.02
2020-06-01T00:00:00-07:00,101140,55.06,10176,0.75
2020-06-01T00:00:00-07:00,102315,50.78,7161,0.96
2020-06-01T00:00:00-07:00,101141,58.28,10339,0.71
2020-06-01T00:00:00-07:00,100332,56.2,4320,0.24
2020-06-01T00:00:00-07:00,102269,61.73,12032,0.66
2020-06-01T00:00:00-07:00,5601,50.61,15904,0.72
2020-06-01T00:00:00-07:00,1000087,58.87,9081,0.57
2020-06-01T00:00:00-07:00,102313,60.19,15858,1.34
2020-06-01T00:00:00-07:00,100300,60.9,9969,0.57
2020-06-01T00:00:00-07:00,100953,59.42,11999,0.78
2020-06-01T00:00:00-07:00,102270,63.48,13731,0.64
2020-06-01T00:00:00-07:00,102271,65.46,14169,0.62
2020-06-01T00:00:00-07:00,5136,60.02,5091,0.52
2020-06-01T00:00:00-07:00,100766,63.87,10820,0.67
2020-06-01T00:00:00-07:00,1000154,49.01,15958,1.05
2020-06-01T00:00:00-07:00,100615,51.96,10238,4.69
2020-06-01T00:00:00-07:00,102272,70.02,10816,0.58
2020-06-01T00:00:00-07:00,100607,51.83,12,169.16
2020-06-01T00:00:00-07:00,5005,58.55,10970,0.52
2020-06-01T00:00:00-07:00,5783,54.5,6856,0.99
2020-06-01T00:00:00-07:00,102312,55.12,16573,1.46
2020-06-01T00:00:00-07:00,101143,55.33,14079,0.48
2020-06-01T00:00:00-07:00,5600,50.98,17641,0.72
2020-06-01T00:00:00-07:00,102273,59.11,13235,0.41
2020-06-01T00:00:00-07:00,100614,60.33,14831,4.16
2020-06-01T00:00:00-07:00,101144,57.54,14250,0.46
2020-06-01T00:00:00-07:00,102311,51.92,4271,1.55
2020-06-01T00:00:00-07:00,102274,63.06,15348,0.38
2020-06-01T00:00:00-07:00,102275,69.16,11651,0.35
2020-06-01T00:00:00-07:00,1000181,54.94,6069,0.88
2020-06-01T00:00:00-07:00,100296,63.42,8921,0.99
2020-06-01T00:00:00-07:00,101021,61.24,12639,1.34
2020-06-01T00:00:00-07:00,102310,65.29,8849,0.64
2020-06-01T00:00:00-07:00,100434,61.37,9428,0.35
2020-06-01T00:00:00-07:00,100940,65,11247,1.39
2020-06-01T00:00:00-07:00,5533,,0,
2020-06-01T00:00:00-07:00,102278,54.04,7600,1.01
2020-06-01T00:00:00-07:00,100816,55.83,11933,0.52
2020-06-01T00:00:00-07:00,102309,59.8,13295,0.7
